node,community,delta
235,1,-0.0016688412945931323
235,2,-0.00031951118607389487
235,3,-0.0007045794481749038
235,5,-0.000058555834898004645
234,0,-0.0008794286259836971
234,1,-0.0015496383449793373
234,2,-0.0006622083005623724
234,3,-0.00042580275594309905
234,5,-0.000054373275262432886
233,0,-0.0010147253376734968
233,1,-0.0017880442442069276
233,2,-0.0006164729201994899
233,3,-0.00034369729179263596
233,5,-0.0000627383945335764
232,0,-0.00027059342337959914
232,1,-0.0004768117984551807
232,3,-0.0002622283041084556
232,4,-0.00034442469346838755
232,5,-0.000016730238542287042
231,0,-0.00033824177922449887
231,1,-0.0005960147480689759
231,3,-0.0003277853801355695
231,4,-0.00043053086683548445
231,5,-0.0000209127981778588
230,0,-0.00027059342337959914
230,1,-0.0004768117984551807
230,3,-0.0002622283041084556
230,4,-0.00034442469346838755
230,5,-0.000016730238542287042
229,0,-0.000608835202604098
229,1,-0.0010728265465241565
229,2,0.00009919940353062581
229,3,-0.0005900136842440251
229,5,-0.000037643036720145843
228,0,-0.0006662090097790062
228,1,-0.0015496383449793373
228,2,-0.0004489886843576815
228,3,-0.00042580275594309905
228,5,-0.000054373275262432886
227,0,-0.0006764835584489977
227,1,-0.0011920294961379517
227,2,-0.00041098194679965993
227,3,-0.0004423511440664481
227,5,-0.0000418255963557176
226,0,-0.0007441319142938975
226,1,-0.001311232445751747
226,2,-0.0004947240647205642
226,3,-0.0007211278362982529
226,5,-0.00004600815599128937
225,0,-0.0006764835584489977
225,1,-0.0011920294961379517
225,2,-0.00019776233059496902
225,3,-0.0004423511440664481
225,5,-0.0000418255963557176
224,0,-0.0007441319142938975
224,1,-0.001311232445751747
224,3,-0.0007211278362982529
224,4,0.0003321497901900793
224,5,-0.00004600815599128937
218,0,-0.0018941539636571937
218,1,-0.0033376825891862647
218,2,-0.001491900836966553
218,4,-0.0011316551570505682
218,5,0.00009610794640868153
217,0,-0.001826505607812294
217,1,-0.00321847963957247
217,2,-0.0016213783352503398
217,4,-0.0008323293674787804
217,5,0.00010029050604425328
196,0,-0.00033824177922449887
196,1,-0.0005960147480689759
196,3,-0.0003277853801355695
196,4,-0.00000409163442610281
196,5,-0.0000209127981778588
195,0,-0.000608835202604098
195,1,-0.0010728265465241565
195,3,0.000049645164370047483
195,4,-0.000774955560303872
195,5,-0.000037643036720145843
194,0,-0.001488263828587795
194,1,-0.002622464891503494
194,3,-0.001015816440187124
194,4,-0.0008282377330526775
194,5,-0.00009201631198257874
190,0,-0.00013529671168979957
190,1,-0.00023840589922759036
190,3,-0.0001311141520542278
190,4,-0.00017221234673419378
190,5,-0.000008365119271143521
189,0,-0.00033824177922449887
189,1,-0.0005960147480689759
189,3,0.00009865385227381216
189,4,-0.00043053086683548445
189,5,-0.0000209127981778588
188,0,-0.0011500220493632961
188,1,-0.002026450143434518
188,3,-0.0006880310600515546
188,4,-0.0014638049472406472
188,5,-0.00007110351380471992
187,0,-0.0009470769818285969
187,1,-0.0016688412945931323
187,3,-0.0009177990643795946
187,4,-0.00035260796232059334
187,5,-0.000058555834898004645
186,0,-0.0010147253376734968
186,1,-0.0017880442442069276
186,3,-0.00034369729179263596
186,4,-0.00043871413568769013
186,5,-0.0000627383945335764
185,0,-0.0008117802701387973
185,1,-0.001430435395365542
185,3,-0.0007866849123253668
185,4,0.000032824000618291316
185,5,-0.00005019071562686113
177,0,-0.0005840126204190743
177,1,-0.00398406990330104
177,2,-0.0020323602820499997
177,4,-0.0014801714849450585
177,5,-0.00015475470651615513
176,1,-0.0034820718218229597
176,2,-0.002382786039343338
176,3,-0.00011329281099831329
176,4,-0.001176754060947168
176,5,-0.00012965934870272459
210,1,-0.00011920294961379518
210,2,-0.00008374211792090416
210,3,-0.0000655570760271139
210,4,-0.00008610617336709689
210,5,-0.0000041825596355717606
168,0,-0.0010147253376734968
168,1,-0.0017880442442069276
168,2,-0.0008296925364041808
168,3,-0.00034369729179263596
168,5,-0.0000627383945335764
167,0,-0.0008691540773137057
167,1,-0.0019072471938207229
167,2,-0.0011266542705297758
167,4,-0.00009838107664540512
167,5,-0.00006692095416914817
166,0,-0.00047353849091429843
166,1,-0.0008344206472965662
166,2,-0.00037297520924163823
166,3,0.00018075931642427525
166,5,-0.000029277917449002322
165,0,-0.0008691540773137057
165,1,-0.0010543687290019595
165,2,-0.0009134346543250849
165,3,-0.00040925436781974976
165,5,-0.00006692095416914817
164,0,-0.00047353849091429843
164,1,-0.0008344206472965662
164,2,-0.00037297520924163823
164,3,-0.00003246029978041566
164,5,-0.000029277917449002322
159,0,-0.0004221657475643409
159,2,-0.0016291069780552008
159,3,-0.0014422556725965058
159,4,-0.001254676965462059
159,5,-0.00009201631198257874
200,0,-0.00012502216301980804
200,2,-0.0004187105896045208
200,3,-0.0003277853801355695
200,4,-0.00043053086683548445
200,5,-0.0000209127981778588
152,0,-0.001072099144848405
152,1,-0.002264856042662108
152,2,-0.0011646610080877974
152,4,0.00006973963566268555
152,5,-0.00007946863307586345
151,0,-0.0008117802701387973
151,1,-0.001430435395365542
151,3,-0.00014702606371129424
151,4,-0.0003936152317910903
151,5,-0.00005019071562686113
150,0,-0.0005411868467591983
150,1,-0.0009536235969103614
150,2,-0.00045671732716254243
150,4,0.00016402907788198818
150,5,-0.000033460477084574085
149,0,-0.0008117802701387973
149,1,-0.001430435395365542
149,2,-0.0005784661826414683
149,3,-0.00036024567991598514
149,5,-0.00005019071562686113
147,0,-0.0009265278844886138
147,1,-0.0023840589922759035
147,2,-0.0010351835098040105
147,4,-0.0012956842349325561
147,5,-0.0000836511927114352
146,0,-0.0006456599124390231
146,1,-0.002264856042662108
146,2,-0.0009514413918831065
146,4,-0.0012095780615654593
146,5,-0.00007946863307586345
145,0,-0.0010147253376734968
145,1,-0.0017880442442069276
145,2,-0.0006164729201994899
145,3,-0.00034369729179263596
145,5,-0.0000627383945335764
138,0,-0.0010044507890035052
138,2,-0.0012941385063715842
138,3,-0.0011800273684880501
138,4,-0.0013366915044030533
138,5,-0.00007528607344029169
137,1,-0.0006715735971376744
137,2,-0.0004947240647205642
137,3,-0.000507908220093562
137,4,-0.0009471679070380658
137,5,-0.00004600815599128937
136,1,-0.0006715735971376744
136,2,-0.0004947240647205642
136,3,-0.000507908220093562
136,4,-0.0009471679070380658
136,5,-0.00004600815599128937
135,0,-0.0005882861052641151
135,2,-0.0008296925364041808
135,3,-0.0005569169079973268
135,4,-0.0010783729843017627
135,5,-0.0000627383945335764
123,0,-0.0005309122980892067
123,2,-0.0004947240647205642
123,3,-0.00029468860388887124
123,4,-0.0009471679070380658
123,5,-0.00004600815599128937
122,0,-0.00045298939357431544
122,2,-0.0006622083005623724
122,3,-0.00042580275594309905
122,4,-0.0009061606375675688
122,5,-0.000054373275262432886
121,0,-0.0011500220493632961
121,2,-0.00121039638845068
121,3,-0.0011144702924609363
121,4,-0.0014638049472406472
121,5,-0.00007110351380471992
120,0,-0.0013529671168979955
120,2,-0.0014616227422133924
120,3,-0.001311141520542278
120,4,-0.0017221234673419378
120,5,-0.0000836511927114352
116,0,-0.0015456376357627034
116,1,-0.002886057073753984
116,2,-0.000897977368715363
116,4,-0.0007462231941116834
116,5,-0.00010874655052486577
107,0,-0.0008015057214688059
107,2,-0.0010429121526088717
107,3,-0.0009833561404067085
107,4,-0.0012915926005064534
107,5,-0.0000627383945335764
101,0,-0.0010823736935183965
101,2,-0.0011266542705297758
101,3,-0.0010489132164338223
101,4,-0.0013776987738735502
101,5,-0.00006692095416914817
100,0,-0.0011500220493632961
100,2,-0.00121039638845068
100,3,-0.0011144702924609363
100,4,-0.0014638049472406472
100,5,-0.00007110351380471992
99,0,-0.001342692568228004
99,2,-0.001499629479771414
99,3,-0.0015078127486236196
99,4,-0.001554002755033847
99,5,-0.00009619887161815049
98,0,-0.0013529671168979955
98,2,-0.0014616227422133924
98,3,-0.001311141520542278
98,4,-0.0017221234673419378
98,5,-0.0000836511927114352
97,0,-0.0009470769818285969
97,2,-0.0009591700346879673
97,3,-0.0009177990643795946
97,4,-0.0012054864271393566
97,5,-0.000058555834898004645
41,0,-0.00026031887470960764
41,1,-0.0006212010310918753
41,3,-0.0004588995321897973
41,4,-0.0006027432135696783
41,5,-0.000029277917449002322
31,0,-0.000608835202604098
31,2,-0.0005404594450834466
31,3,-0.0005900136842440251
31,4,-0.000774955560303872
31,5,-0.000037643036720145843
30,0,-0.00047353849091429843
30,2,-0.00037297520924163823
30,3,-0.0004588995321897973
30,4,-0.0006027432135696783
30,5,-0.000029277917449002322
29,0,-0.000608835202604098
29,2,-0.0005404594450834466
29,3,-0.0003767940680393342
29,4,-0.000774955560303872
29,5,-0.000037643036720145843
28,0,-0.0005411868467591983
28,2,-0.00045671732716254243
28,3,-0.0003112369920122203
28,4,-0.0006888493869367751
28,5,-0.000033460477084574085
26,0,-0.0009470769818285969
26,2,-0.0009591700346879673
26,3,-0.0009177990643795946
26,4,-0.0012054864271393566
26,5,-0.000058555834898004645
25,0,-0.0006764835584489977
25,2,-0.0006242015630043507
25,3,-0.000655570760271139
25,4,-0.0008610617336709689
25,5,-0.0000418255963557176
24,0,-0.0003279672305545074
24,2,-0.00024349771095785164
24,3,-0.0005244566082169112
24,4,-0.0006888493869367751
24,5,-0.000033460477084574085
9,0,-0.0006764835584489977
9,2,-0.00041098194679965993
9,3,-0.000655570760271139
9,4,-0.0008610617336709689
9,5,-0.0000418255963557176
8,0,-0.0006764835584489977
8,2,-0.00041098194679965993
8,3,-0.000655570760271139
8,4,-0.0008610617336709689
8,5,-0.0000418255963557176
7,0,-0.0009368024331586053
7,2,-0.00121039638845068
7,3,-0.0011144702924609363
7,4,-0.0012505853310359565
7,5,-0.00007110351380471992
6,0,-0.0009470769818285969
6,2,-0.0009591700346879673
6,3,-0.0009177990643795946
6,4,-0.0009922668109346659
6,5,-0.000058555834898004645
5,0,-0.0005411868467591983
5,2,-0.00024349771095785164
5,3,-0.0005244566082169112
5,4,-0.0006888493869367751
5,5,-0.000033460477084574085
4,0,-0.0005411868467591983
4,2,-0.00024349771095785164
4,3,-0.0005244566082169112
4,4,-0.0006888493869367751
4,5,-0.000033460477084574085
119,0,-0.0015456376357627034
119,2,-0.0017508558335341264
119,3,-0.0012780447442955797
119,4,-0.0018123212751351375
119,5,-0.00010874655052486577
102,0,-0.000608835202604098
102,2,-0.0005404594450834466
102,3,-0.0005900136842440251
102,4,-0.0005617359440991812
102,5,-0.000037643036720145843
96,0,-0.0005985606539341065
96,2,-0.0007916857988461591
96,3,-0.0007866849123253668
96,4,-0.0010332740804051628
96,5,0.0001630289005778297
95,0,-0.0011089238546833301
95,2,-0.001788862571092148
95,3,-0.0008350571237628489
95,4,-0.0018574201790317372
95,5,-0.00012129422943158105
94,0,-0.00019867158268965855
94,2,-0.0016671137156132221
94,3,-0.0016389269006778474
94,4,-0.0012997758693586588
94,5,-0.000104563990889294
93,0,-0.0009941762403335136
93,2,-0.0017585844763389875
93,3,-0.0013766985965693917
93,4,-0.0013817904082996531
93,5,-0.00008783375234700697
92,0,-0.001072099144848405
92,2,-0.001591100240497179
92,3,-0.0012455844445151641
92,4,-0.0012095780615654593
92,5,-0.00007946863307586345
88,0,0.00018066839121480592
88,2,-0.0022533085410595516
88,3,-0.0020978264328676446
88,4,-0.0027553975477471004
88,5,-0.00013384190833829634
35,0,-0.000608835202604098
35,2,-0.0007536790612881375
35,3,-0.0005900136842440251
35,4,-0.00034851632789449036
35,5,-0.000037643036720145843
34,0,-0.0003279672305545074
34,2,-0.0006699369433672333
34,3,-0.0005244566082169112
34,4,-0.00047562977073208426
34,5,-0.000033460477084574085
27,0,-0.00045298939357431544
27,2,-0.0008754279167670632
27,3,-0.0006390223721477898
27,4,-0.0011193802537722596
27,5,-0.000054373275262432886
17,0,-0.0012073958565382045
17,2,-0.0017585844763389875
17,3,-0.0013766985965693917
17,4,-0.0011685707920949624
17,5,-0.00008783375234700697
16,0,-0.0008691540773137057
16,2,-0.0013398738867344666
16,3,-0.0010489132164338223
16,4,-0.0011644791576688595
16,5,-0.00006692095416914817
134,0,-0.00038534103772941566
134,2,-0.0005784661826414683
134,3,-0.0005734652961206759
134,4,-0.000820054464200472
134,5,-0.00005019071562686113
125,0,-0.0003956155863994071
125,2,-0.0005404594450834466
125,3,-0.0005900136842440251
125,4,-0.0005617359440991812
125,5,-0.000037643036720145843
106,0,-0.0008015057214688059
106,2,-0.0008296925364041808
106,3,-0.0009833561404067085
106,4,-0.0012915926005064534
106,5,-0.0000627383945335764
103,0,-0.0005411868467591983
103,2,-0.00045671732716254243
103,3,-0.0005244566082169112
103,4,-0.00026241015452739346
103,5,-0.000033460477084574085
160,0,-0.0007809566241288227
160,2,-0.0015453648601342967
160,3,-0.0007370397479553192
160,4,-0.0007421315596855807
160,5,-0.00008783375234700697
124,0,-0.00026031887470960764
124,2,-0.00037297520924163823
124,3,-0.0004588995321897973
124,4,-0.00038952359736498746
124,5,-0.000029277917449002322
118,1,-0.0016503834770709353
118,2,-0.0013321452439296058
118,3,-0.00095025936416001
118,4,-0.0018082296407090348
118,5,-0.00008783375234700697
115,0,-0.0010618245961784133
115,2,-0.0007762285132364374
115,3,-0.0008025968239824332
115,4,-0.0016811161978714409
115,5,0.00012120330422211209
114,0,-0.0010618245961784133
114,1,-0.0011299275780706582
114,3,-0.0008025968239824332
114,4,-0.001254676965462059
114,5,0.00033442292042680294
55,1,-0.00153118052745714
55,2,-0.0014616227422133924
55,3,-0.0010979219043375872
55,4,-0.0012956842349325561
55,5,-0.0000836511927114352
199,0,-0.00014129777551475015
199,1,-0.001863603093275626
199,2,-0.0015453648601342967
199,4,-0.0007421315596855807
199,5,-0.00008783375234700697
198,0,-0.00069275917094394
198,1,-0.0018199589927305295
198,2,-0.001111196984920054
198,4,-0.0018123212751351375
198,5,0.00010447306567982505
192,0,-0.0006353853637690317
192,1,-0.0021960256590941125
192,2,-0.001202667745645819
192,4,-0.0008282377330526775
192,5,0.00012120330422211209
143,0,-0.0009941762403335136
143,1,-0.00037106577984279045
143,2,-0.0015453648601342967
143,3,-0.00095025936416001
143,5,-0.00008783375234700697
142,0,-0.0009059787871486309
142,2,-0.002177295065943508
142,3,-0.0012780447442955797
142,4,-0.001172662426521065
142,5,0.00010447306567982505
45,1,-0.0011735716786157547
45,2,-0.0014236160046553707
45,3,-0.0006880310600515546
45,4,-0.0014638049472406472
45,5,-0.00007110351380471992
43,1,-0.00010747359759230059
43,2,-0.0014236160046553707
43,3,-0.0011144702924609363
43,4,-0.0008241460986265747
43,5,0.0001421161023999709
157,1,-0.0013179609112524493
157,2,-0.0014616227422133924
157,3,-0.00045826305572351466
157,4,-0.0008692450025231745
157,5,-0.0000836511927114352
91,0,0.0000616472920199492
91,2,-0.001507358122576275
91,3,-0.0011800273684880501
91,4,-0.0011234718881983623
91,5,-0.00007528607344029169
89,0,-0.0003031446483694835
89,2,-0.0025882770127431684
89,3,-0.0021468351207714095
89,4,-0.003099822241215488
89,5,-0.00015057214688058337
77,0,-0.0015208150535776796
77,1,-0.0043047631170980314
77,2,-0.0034559762867053707
77,3,-0.0020475447920313148
77,5,-0.00022585822032087507
76,0,-0.0018119575742972618
76,1,-0.0030002591368469868
76,2,-0.003288492050863562
76,3,-0.00276930910479585
76,5,-0.00021749310104973154
71,0,-0.003513441019089748
71,1,-0.006902041725578624
71,2,-0.0025721832506671633
71,3,-0.0029322470801642106
71,5,-0.00030950941303231025
50,1,-0.0021775678415719146
50,2,-0.0024285214197062206
50,3,-0.0012614963561722306
50,4,-0.0014309809466223557
50,5,-0.00012129422943158105
1,1,-0.0010291824459790597
1,2,-0.0009591700346879673
1,3,-0.0009177990643795946
1,4,-0.0007790471947299749
1,5,-0.000058555834898004645
144,0,-0.0006456599124390231
144,1,-0.0016251971940480356
144,3,-0.00039270597969640086
144,4,-0.00035669959674669593
144,5,-0.00007946863307586345
52,1,-0.0007404039807056706
52,2,-0.0006699369433672333
52,3,-0.0005244566082169112
52,4,-0.0006888493869367751
52,5,-0.000033460477084574085
